Event Name,ROTGP,Event Name,RaW,Event Name,TTN,Event Name,RtO,Event Name,HXB,Event Name,AM,Event Name,TTN,Event Name,Bo4T 2,Event Name,Bo4T 1,Event Name,ROTGP,Event Name,HoD,Event Name,RaW,Event Name,TTN,Event Name,RaW,Event Name,TDW,Event Name,TGT,Event Name,RaW,Event Name,TTN,Event Name,AWR,Event Name,AM,Event Name,RaW,Event Name,HoD,Event Name,RaW,Event Name,RtO,Event Name,TGT,Event Name,ROTGP,Event Name,TDW,Event Name,AWR,Event Name,TE,Event Name,TGT,Event Name,TDW,Event Name,HoD,Event Name,AWR,Event Name,RaW,Event Name,TDW,Event Name,RaW,Event Name,TE,Event Name,RtO,Event Name,RaW,Event Name,TDW,Event Name,ROTGP,Event Name,RtO,Event Name,RaW,Event Name,Bo4T 2,Event Name,Bo4T 1,Event Name,RaW,Event Name,AWR,Event Name,RaW,Event Name,TE,Event Name,TDW,Event Name,RaW,Event Name,RtO,Event Name,RaW,Event Name,Bo4T 2,Event Name,Bo4T 1,Event Name,HoD
AlfredSeet,1.0000,AlfredSeet,0.9583,AlfredSeet,0.9286,AlfredSeet,0.9667,AlfredSeet,0.8571,D3r3lict,1,Arklight,0.9857,Arklight,0.8413,Arrowny,1,Arklight,0.9452,Powernic,1,Arklight,0.9583,Arklight,0.8429,Arklight,1,paleale,0.8778,paleale,0.8489,paleale,0.725,Powernic,0.9357,Powernic,1,Powernic,0.9542,marsdeon,0.775,Powernic,1,Larz70,1,Brookie,0.7815,Brookie,0.7911,Brookie,0.7962,Brookie,0.6556,Brookie,0.972,Brookie,0.8216,Brookie,0.8333,Brookie,0.863,Brookie,0.8425,Brookie,0.852,Brookie,0.8667,Xombiemike,0.9556,Xombiemike,0.7125,Omi77,0.8205,Omi77,0.8704,tinyau,0.7625,tinyau,0.9556,tinyau,0.9542,tinyau,0.8852,tinyau,0.7542,tinyau,0.6857,WoodenH0rse,0.8254,6DemonBag,0.6792,Daninja,0.44,tinyau,0.8458,tinyau,0.8006,Magegaga,0.8407,Magegaga,0.9583,Magegaga,0.5963,MooNinja,0.6875,Potency,0.5111,oibaf2000,0.9302,oibaf2000,0.956
Chronomor,0.4110,Chronomor,0.8958,Chronomor,0.3571,Chronomor,0.2704,Chronomor,0.7143,shteev2,0.9872,shteev,1,Powernic,0.9524,Powernic,0.8857,RayFinkle,0.4486,RayFinkle,0.7436,hueyTW,0.4167,hueyTW,0.5714,hueyTW,0.4333,hueyTW,0.5278,hueyTW,0.3267,hueyTW,0.6292,hueyTW,0.8071,hueyTW,1,Matthew,1,MJuhlz,0.1708,MJuhlz,0.7179,MJuhlz,0.6875,MJuhlz,0.6185,MJuhlz,0.3178,MJuhlz,0.7615,MJuhlz,0.5333,MJuhlz,0.712,MJuhlz,0.487,MJuhlz,0.5133,MJuhlz,0.7333,MJuhlz,0.6044,MJuhlz,0.564,MJuhlz,0.6708,MJuhlz,0.1037,MJuhlz,0.5417,MJuhlz,0.7635,MJuhlz,0.7556,MJuhlz,0.4583,MJuhlz,0.6963,MJuhlz,0.5106,Arklight,0.9704,D3r3lict,0.9917,Nyarlathotep,0.9175,Nyarlathotep,0.9524,Nyarlathotep,0.8833,Nyarlathotep,0.992,Nyarlathotep,0.8958,Nyarlathotep,0.6923,6DemonBag,0.7833,AnoniK,1,Chronomor,0.7852,Yaanchy,0.8917,Shrek,0.927,tinyau,0.2794,tinyau,0.8352
Torbar,0.9315,Shrek,0.8333,Shrek,1,Magesty,0.8111,Magesty,0.9643,Magesty,0.7955,Magesty,0.8143,NYCFCBert,0.2857,NYCFCBert,0.7683,NYCFCBert,0.7226,Abyssian,0.8681,Abyssian,0.9042,Abyssian,0.9857,Abyssian,0.875,Abyssian,0.8148,Abyssian,0.8356,Abyssian,0.8167,Abyssian,0.8429,Abyssian,0.96,Abyssian,0.7796,Abyssian,0.8958,Abyssian,0.7619,Abyssian,0.8792,Abyssian,0.7407,Abyssian,0.7533,Abyssian,0.8808,Abyssian,0.7333,Abyssian,0.912,Abyssian,0.8439,Mister20,0.9133,Mister20,0.9963,Mister20,0.9121,Mister20,1,ShadowSpace,0.9458,ShadowSpace,0.9778,ShadowSpace,0.9875,ShadowSpace,0.7635,tinyau,0.8593,TomNoxx,0.4583,TomNoxx,0.3111,TomNoxx,0.912,MJuhlz,0.4519,MJuhlz,0.7542,MJuhlz,0.546,MJuhlz,0.7873,Mister20,1,TheMorbo,0.948,Scottisenses,0.95,Scottisenses,0.8974,AlfredSeet,0.7833,Tamiyo,0.6917,Demonious,0.9296,hueyTW,0.8875,Drogo10,1,Nyarlathotep,0.9524,Nyarlathotep,0.9707
Marshall,0.9966,Marshall,1,Zohair,0.9786,EuropaChaos,0.9926,Khaalis,0.2571,Khaalis,0.4153,Khaalis,0.9071,Khaalis,0.5873,Khaalis,0.873,Khaalis,0.9315,Khaalis,0.7289,Khaalis,0.7542,Khaalis,1,Khaalis,0.9208,Khaalis,0.937,Khaalis,0.7467,zw2007,0.9917,Brookie,0.8571,Mister20,1,Mister20,0.9936,Powernic,1,marsdeon,0.9744,Muirthemne,0.9917,analconda,0.7259,analconda,0.6533,Khaalis,0.9231,Khaalis,0.4407,Khaalis,0.864,Khaalis,0.7361,Patricio,0.3111,analconda,0.5426,analconda,0.9377,DoktorJadran,1,Chronomor,0.6542,Chronomor,0.3556,Chronomor,1,Tamiyo,0.1538,Tamiyo,0.5741,Tamiyo,0.7042,Tamiyo,0.6167,Tamiyo,0.8275,hueyTW,0.9481,summonghost,0.9875,Telanthar,0.8444,Telanthar,0.8571,Jeffrey27,0.9583,6DemonBag,0.82,nezumi,0.9458,nezumi,0.7009,analconda,0.9593,Theros,0.7375,Bihotz,0,tinyau,0.8708,GGBond,0.9841,Demonious,0.9524,Demonious,0.8645
Vesticles,0.1884,Vesticles,0.5292,Vesticles,0.8,Vesticles,0.5852,Vesticles,0.75,Vesticles,0.5676,Vesticles,0.8286,Vesticles,0.5111,Vesticles,0.819,Arrowny,0.8904,Arrowny,0.9927,Arrowny,0.9083,Arrowny,0.8286,Arrowny,1,Arrowny,0.7907,Arrowny,0.8444,Arrowny,0.9167,Arrowny,0.9286,Arrowny,0.94,Arrowny,0.9148,Arrowny,0.9083,MooNinja,0.9158,Powernic,0.8542,OperaSM,1,OperaSM,0.6222,EuropaChaos,0.9808,EuropaChaos,0.9148,EuropaChaos,1,analconda,0.539,ShadowSpace,0.5111,ShadowSpace,0.9778,Xombiemike,0.5714,Xombiemike,0.988,Xombiemike,0.9,Mister20,0.8889,Azure,0.8417,analconda,0.5071,6DemonBag,0.9037,6DemonBag,0.8792,6DemonBag,0.8667,6DemonBag,0.8627,themuffinman,0.9037,Scottisenses,0.9042,Skeletor,0.6063,OperaSM,1,TomNoxx,0.9375,Potency,0.84,TheMorbo,0.7375,TheMorbo,0.8974,Daninja,1,Demonious,0.9167,DontHateMe,0.6185,Chronomor,0.9792,Demonious,0.9365,MooNinja,0.9873,MooNinja,0.8938
Magesty,0.8082,lost4g,1,MooNinja,0.9,jainus,1,jainus,0.9,jainus,0.9723,jimmysnuka,1,jimmysnuka,0.727,jimmysnuka,1,jimmysnuka,0.8459,jimmysnuka,0.9194,jimmysnuka,0.8667,jimmysnuka,1,Paleale,0.8667,oikeus,0,oikeus,0,oikeus,0.7083,MooNinja,0.9,MooNinja,0.952,Muirthemne,0.8147,Muirthemne,0.9083,Brookie,0.6996,Brookie,0.8417,Jeffrey27,0.6259,Jeffrey27,0.7911,Jeffrey27,0.8577,Jeffrey27,0.8537,zw2007,1,Powernic,0.461,Cadmium,0,Rylenor,0.6185,Patricio,0.5201,Patricio,0.852,Patricio,0.5292,Patricio,0.25,Patricio,0.6125,Patricio,0.453,TheMorbo,0.8556,TheMorbo,1,TheMorbo,0.9222,TheMorbo,0.9155,Cerberus,0.7778,Cerberus,0.8083,Cerberus,0.9238,ShadowSpace,0.9873,hueyTW,0.9375,Tamiyo,0.24,Magegaga,0.9042,Magegaga,0.5926,Demonious,0.9296,6DemonBag,0.7708,Dsfargeg,0.3333,Demonious,0.8958,AnoniK,0.9524,Scottisenses,0.9206,Scottisenses,0.8498
Morlock,0.9486,Morlock,0.7167,Morlock,0.9286,Morlock,0.5926,Morlock,0.9071,Morlock,0.5985,Morlock,0.6714,Morlock,0.9524,Morlock,0.9778,Morlock,0.9349,Morlock,0.956,Morlock,0.6708,Morlock,0.7143,Morlock,0.9208,Morlock,0.8556,Morlock,0.6956,Morlock,0.6458,Morlock,0.8571,Morlock,0.992,Morlock,0.7806,Morlock,0.7667,Morlock,0.8938,Morlock,0.725,Morlock,0.2852,Morlock,0.5178,Morlock,0.5692,Morlock,0.8889,Morlock,0.84,Morlock,0.3197,Morlock,0.4978,Morlock,0.9259,Morlock,0.9084,Morlock,1,Morlock,0.7958,Morlock,0.9037,Morlock,0.6792,Morlock,0.7635,Morlock,0.8148,Cadmium,0.0833,Cadmium,1,Kauppila,0.9296,TheMorbo,0.8222,TheMorbo,0.8583,TheMorbo,0.9048,Skeletor,0.9651,MJuhlz,0.8667,MJuhlz,0.872,6DemonBag,0.5708,6DemonBag,0.8803,GGBond,0.9944,Schmara,0.8167,hueyTW,0.7444,DontHateMe,0.6542,TomteCat,0.9238,MacAbra,0.6413,MacAbra,0.8901
Shahper,0.4349,marsdeon,0.8125,NYCFCBert,0.8429,Marshall,0.9852,Marshall,0.9714,Marshall,0.9989,Marshall,1,Marshall,0.8825,Marshall,1,Marshall,0.5411,Marshall,0.8462,Marshall,0.9042,Marshall,0.9571,Marshall,0.9167,Marshall,0.8944,Morgoth,0.6333,Morgoth,0.8625,Morgoth,0.8786,Morgoth,0.928,Morgoth,0.8573,Morgoth,0.7625,Morgoth,0.9304,Morgoth,0.7458,Morgoth,0.9333,Morgoth,0.9489,Morgoth,0.9577,Patricio,0.2407,Skeletor,0.46,Skeletor,0.3792,MooNinja,0.5711,Kauppila,0.2,Kauppila,0.6557,Kauppila,0.98,Kauppila,0.4292,Kauppila,0.3185,Kauppila,0.7333,Kauppila,0.3533,Tomcatmcgee,0.1815,Tomcatmcgee,0.0833,Tomcatmcgee,0.0593,Tomcatmcgee,0.3275,TomNoxx,0.463,TomNoxx,0.9583,TomNoxx,0.8921,Mister20,1,AmoXJS,0.9083,themuffinman,0.932,Xombiemike,0.8167,Xombiemike,0.7123,ShadowSpace,0.9296,Kauppila,0.8583,SirFury,0.663,OperaSM,0.8625,Powernic,0.8444,ThorOso,0.9905,Valdahsor,0.8242
Bihotz,0.7158,Bihotz,0.675,Bihotz,0.7214,Bihotz,0.4556,Bihotz,0.7,Bihotz,0.5953,Bihotz,0.6429,Bihotz,0.4984,Bihotz,0.8032,Bihotz,0.8048,Bihotz,0.6447,Bihotz,0.6417,Bihotz,0.7714,Bihotz,0.825,Bihotz,0.4593,Bihotz,0.4822,Bihotz,0.625,EuropaChaos,0.9143,EuropaChaos,0.992,EuropaChaos,0.9968,EuropaChaos,0.8833,Mister20,0.8974,Magegaga,0.8125,themuffinman,0.137,themuffinman,0.3111,MooNinja,0.8808,Lucian,0.9167,Lucian,0.94,Lucian,0.855,Lucian,0.86,Lucian,0.8296,Lucian,0.8718,6DemonBag,0.98,nezumi,0.1667,nezumi,0.2407,nezumi,0.575,nezumi,0.2906,Masaana,0.7926,Yogsoth,0,Yogsoth,0.5333,AlfredSeet,0.8908,Xombiemike,0.863,Shaggy2000,0.875,Chronomor,0.8984,Jeffrey27,0.9016,Telanthar,0.6833,Telanthar,0.62,Potency,0.7167,Potency,0.5755,DontHateMe,0.8852,AlfredSeet,0.8833,LokiJira,0.437,Kauppila,0.7125,Gaston,0.7905,analconda,0.9841,analconda,0.6374
FatMan,0.8116,FatMan,0.7958,FatMan,0.8714,FatMan,0.8259,FatMan,0.8071,FatMan,0.8498,Chronomor,0.7571,PinkMafia,0.5111,PinkMafia,0.4508,PinkMafia,0.4315,PinkMafia,0.5568,PinkMafia,0.6333,PinkMafia,1,Chronomor,0.8708,Chronomor,0.7778,Chronomor,0.3733,Chronomor,0.8333,Chronomor,0.9286,Chronomor,0.94,Chronomor,0.8924,Chronomor,0.7375,Matthew,0.8938,Esti234,0,Esti234,0.5667,Timothy,0.3089,Twister,0.5731,ZergKawaii,0.3074,shteev2,0.992,Decadentia,0.29,EuropaChaos,0.9111,EuropaChaos,0.9944,EuropaChaos,0.9194,EuropaChaos,0.928,EuropaChaos,0.975,EuropaChaos,0.9111,EuropaChaos,0.9333,EuropaChaos,0.8974,EuropaChaos,0.8444,EuropaChaos,0.7333,EuropaChaos,0.9722,EuropaChaos,0.7324,Masaana,0.8593,Masaana,0.8667,Masaana,0.7937,TomNoxx,0.9524,Kyrle,0.9,Scottisenses,0.952,Tamiyo,0.5083,Tamiyo,0.5584,MacAbra,0.8926,Valdahsor,1,MacAbra,0.7963,DrKumquat,0.65,MacAbra,0.7492,MJuhlz,0.9937,MJuhlz,0.7363
Skeletor,0.5137,Skeletor,0.7292,Johnthebarn,0.95,Johnthebarn,0.7556,Johnthebarn,0.8571,Johnthebarn,0.8285,NiiGin,0.7,NiiGin,0.6444,NiiGin,0.8,DontHateMe,0.6678,DontHateMe,0.9121,DontHateMe,0.7125,Xombiemike,0.7143,DontHateMe,0.8167,DontHateMe,0.8222,marsdeon,0.9111,Jimmysnuka,0.9083,Jimmysnuka,0.9143,Jimmysnuka,0.852,Jimmysnuka,0.8158,Jimmysnuka,0.9,Jimmysnuka,0.9194,Jimmysnuka,0.875,Jimmysnuka,0.8963,Jimmysnuka,0.9733,Jimmysnuka,0.7308,Jimmysnuka,0.8074,Jimmysnuka,0.828,Jimmysnuka,0.7509,Jimmysnuka,0.7733,Jimmysnuka,0.8815,Jimmysnuka,0.8718,Jimmysnuka,0.964,Rylenor,0.5583,Rylenor,0.4963,Rylenor,0.65,Rylenor,0.6296,Rylenor,0.7963,Rylenor,0.6167,Rylenor,0.7037,Telanthar,0.8796,Tamiyo,0.7185,Tamiyo,0.5833,Tamiyo,0.7111,hueyTW,0.9556,oikeus,0.8667,analconda,1,hueyTW,0.7375,hueyTW,0.4387,MJuhlz,0.5944,LokiJira,0.6,MJuhlz,0.7074,mjrcogs,0.5125,Magegaga,0.7333,Magegaga,0.946,FartNeedles,0.5678
pinkyellow1203,0.9658,pinkyellow1203,0.7208,pinkyellow1203,0.9286,pinkyellow1203,0.6815,pinkyellow1203,0.8571,pinkyellow1203,0.8403,pinkyellow1203,0.8,pinkyellow1203,0.9238,pinkyellow1203,0.7905,pinkyellow1203,0.9315,pinkyellow1203,0.7546,pinkyellow1203,0.7917,pinkyellow1203,0.7786,pinkyellow1203,0.7208,pinkyellow1203,0.7611,pinkyellow1203,0.7244,pinkyellow1203,0.7208,pinkyellow1203,0.8857,pinkyellow1203,0.88,pinkyellow1203,0.6166,pinkyellow1203,0.825,pinkyellow1203,0.7399,pinkyellow1203,0.85,pinkyellow1203,0.6963,pinkyellow1203,0.9289,pinkyellow1203,0.9423,pinkyellow1203,0.6963,pinkyellow1203,0.912,pinkyellow1203,0.7323,pinkyellow1203,0.7733,pinkyellow1203,0.7648,pinkyellow1203,0.7766,pinkyellow1203,0.888,pinkyellow1203,0.8208,pinkyellow1203,0.8278,pinkyellow1203,0.6,pinkyellow1203,0.7692,pinkyellow1203,0.7148,pinkyellow1203,0.4708,pinkyellow1203,0.9,pinkyellow1203,0.8239,Telanthar,0.7926,oikeus,0.8667,OperaSM,1,AmoXJS,0.9524,Xombiemike,0.8625,ShadowSpace,0.992,Chronomor,0.6125,Chronomor,0.8803,Nyarlathotep,1,MacAbra,0.5375,TomNoxx,0.7296,MacAbra,0.6583,Morgoth,0.7841,AnoniK,0.946,OperaSM,1
jimmysnuka,0.8219,jimmysnuka,0.8333,jimmysnuka,1,jimmysnuka,0.9593,Arrowny,1,Powernic,0.4483,Rylenor,0.8357,Rylenor,0.6413,Dediilus,0.7841,Dediilus,0.7295,Dediilus,0.4982,HuanChoo,0.6458,ZergKawaii,0.7143,ZergKawaii,0.625,ZergKawaii,0.2444,ZergKawaii,0.36,ZergKawaii,0.4208,ZergKawaii,1,ZergKawaii,0.82,ZergKawaii,0.6645,ZergKawaii,0.6792,ZergKawaii,0.5678,ZergKawaii,0.7917,Chronomor,0.7185,Chronomor,0.5244,Chronomor,0.7077,Chronomor,0.0833,Chronomor,0.988,Xannaya,0.0632,6DemonBag,0.6422,Khaalis,0.3148,Khaalis,0.6703,Shaggy2000,0.992,Shaggy2000,0.9583,Shaggy2000,0.8852,marsdeon,0.7917,Mister20,0.2393,Bihotz,0.2148,Bihotz,0.5,Bihotz,0.5056,Bihotz,0.6444,Valdahsor,0.663,ShadowSpace,0.8667,Patricio,0.7556,Valdahsor,0.9683,Hillz99,0.9042,Hillz99,0.98,MJuhlz,0.7875,MJuhlz,0.453,Potency,0.8093,MJuhlz,0.6875,Morgoth,0.6556,Magegaga,0.8417,Chronomor,0.7238,Cerberus,0.946,Drogo10,0.9414
oibaf2000,0.3288,ImWithStupid,0.3708,ImWithStupid,0.5929,ImWithStupid,0.6222,ImWithStupid,0.7143,ImWithStupid,0.787,ImWithStupid,0.7786,ImWithStupid,0.7873,KrizzB,0.4317,6DemonBag,0,BridgerBill,0.1099,BridgerBill,0.3625,marsdeon,0.9143,artikotzp,0.6292,Telanthar,0.2889,Telanthar,0.3556,Telanthar,0.7083,Telanthar,0.7143,Telanthar,0.712,PinkMafia,0.6368,PinkMafia,0.7208,hueyTW,0.5348,hueyTW,0.625,hueyTW,0.563,hueyTW,0.6444,hueyTW,0.7269,hueyTW,0.8759,hueyTW,0.908,hueyTW,0.4833,hueyTW,0.5556,hueyTW,0.4444,hueyTW,0.696,hueyTW,0.828,hueyTW,0.7792,hueyTW,0.9407,hueyTW,0.7917,hueyTW,0.7778,hueyTW,0.637,hueyTW,0.6042,hueyTW,0.9333,hueyTW,0.9085,HuanChoo,0.6704,HuanChoo,0.8625,Valdahsor,0.8667,GGBond,0.9524,Rylenor,0.85,tinyau,0.96,themuffinman,0.8083,themuffinman,0.5014,SirFury,0.813,TheMorbo,0.8833,Nyarlathotep,0.9037,djganesh,0.4292,MooNinja,0.9238,hueyTW,0.8825,hueyTW,0.9414
Tamiyo,0.5719,Tamiyo,0.7833,Tamiyo,1,Tamiyo,0.7444,Brookie,0,Brookie,0,Arrowny,0.9143,Arrowny,0.8032,shteev,0.9937,shteev,0.4178,shteev,0.9707,shteev,0.875,shteev,1,shteev,0.7375,shteev,0.8796,shteev,0.8444,shteev,0.9583,shteev,0.9286,Ralpha,0.408,Ralpha,0.3568,Ralpha,0.625,Ralpha,0.4982,Ralpha,0.7625,Ralpha,0.7778,Ralpha,0.7422,Ralpha,0.6692,Ralpha,0.8056,MooNinja,0.98,Rylenor,0.0743,Valdahsor,0.7356,Matthew,0.7778,MooNinja,0.3663,Powernic,0.848,AlfredSeet,0.875,HuanChoo,0.3222,oikeus,0.8208,6DemonBag,0,Valdahsor,0.7556,Shaggy2000,0.7,KageTora,0,KageTora,0.3944,MooNinja,0.5963,Shrek,0.8167,Schmara,0.7429,tinyau,0.9524,Chronomor,0.9875,Chronomor,0.8,Telanthar,0.6125,Telanthar,0.5926,Tamiyo,0.7778,Nyarlathotep,0.9042,LokiJira,0.7333,Morgoth,0.6833,Nyarlathotep,0.9397,Mister20,0.9841,Mister20,0.9304
Javiele,0.0000,Javiele,0.6167,Javiele,0.6429,Skeletor,0.3815,Skeletor,0.6143,Skeletor,0.36,Skeletor,0.8643,Skeletor,0.7619,Skeletor,0.7175,Skeletor,0.5137,Skeletor,0.7253,Skeletor,0.725,Skeletor,0.9857,Skeletor,0.7042,Skeletor,0.6574,Timothy,0,Timothy,0.6167,paleale,0.8429,paleale,0.856,paleale,0.9137,paleale,0.7333,paleale,0.7619,Khaalis,0.7667,Khaalis,0.463,Patricio,0.2978,Skeletor,0.4615,Mister20,0.8593,Mister20,0.976,TomNoxx,0.0743,Scottisenses,0,Scottisenses,0.8444,Yogsoth,0.6044,oibaf2000,0.492,Shrek,0.8375,Tomcatmcgee,0.1222,Shrek,0.7917,Xombiemike,0.8917,Xombiemike,0.8889,Xombiemike,0.7375,Xombiemike,0.8278,Xombiemike,0.7782,EuropaChaos,0.9667,EuropaChaos,0.8,nezumi,0.7302,Demonious,0.9365,Alfred,0.7792,GGBond,0.952,TomNoxx,0.5667,TomNoxx,0.698,TheMorbo,0.9259,Potency,1,AnoniK,0.8,Nyarlathotep,0.9583,Valdahsor,0.6095,themuffinman,0.9365,themuffinman,0.9011
Digger,0.5582,Digger,0.5458,Digger,0.6286,Digger,0.8259,Digger,0.85,Digger,0.4334,Digger,0.6857,Digger,0.2794,Digger,0.7333,Digger,0.8425,Digger,0.7949,Digger,0.675,Digger,0.4,Digger,0.6,Digger,0.6685,Digger,0.64,analconda,0.6042,Xombiemike,0.5786,Xombiemike,0.96,Xombiemike,0.8498,Xombiemike,0.9875,Xombiemike,0.8791,Xombiemike,0.8,Xombiemike,0.8222,Xombiemike,0.8311,Xombiemike,0.9038,Xombiemike,0.5556,Xombiemike,0.932,Yogsoth,0.2416,Yogsoth,0.8978,Xannaya,0.5185,Xannaya,0.5201,HuanChoo,0.48,Khaalis,0.9458,Khaalis,0.8759,Khaalis,0.5958,Khaalis,0.2593,Khaalis,0.5778,KageTora,0,Masaana,0.9556,Masaana,0.9331,pinkyellow1203,0.6778,pinkyellow1203,0.6292,Xombiemike,0.6825,EuropaChaos,0.9175,Shaggy2000,0.7708,D3r3lict,0.88,Schmara,0.5,Schmara,0.4644,Gaston,0.0444,jainus,1,themuffinman,0.7,Powernic,0.8333,DontHateMe,0.4349,DrKumquat,0.619,Omi77,0.8974
Janjers,0.6884,Janjers,0.4917,Janjers,0.6286,Feitonghofei,0.0333,Feitonghofei,0.7286,Feitonghofei,0.0735,Feitonghofei,0.8786,Feitonghofei,0.4794,Feitonghofei,0.7556,Feitonghofei,0.3048,Feitonghofei,0.8242,Feitonghofei,0.9625,Feitonghofei,0.8929,Feitonghofei,0.8292,Feitonghofei,0.5833,PinkMafia,0,PinkMafia,0.3333,PinkMafia,0.7143,6DemonBag,0.848,6DemonBag,0.9787,Telanthar,0.625,Telanthar,0.6044,Telanthar,0.65,Telanthar,0.5926,Telanthar,0.3556,Telanthar,0.6808,Telanthar,0.2593,Telanthar,0.52,Telanthar,0.3829,Telanthar,0.3644,Telanthar,0.3333,Telanthar,0.707,Telanthar,0.58,Telanthar,0.9583,Telanthar,0.5333,Telanthar,0.7,Telanthar,0.3704,Telanthar,0.7,Telanthar,0.9458,Telanthar,0.9296,Telanthar,0.7289,AlfredSeet,0.7519,AlfredSeet,0.8292,AlfredSeet,0.5016,Shaggy2000,0.3365,Arklight,0.7083,Tomcatmcgee,0.528,AnoniK,0.5208,AnoniK,0.3134,Theros,0.987,themuffinman,0.9292,tinyau,0.7815,themuffinman,0.6625,themuffinman,0.9587,EDHmage,0.946,EDHmage,0.8864
Telanthar,0.5753,Telanthar,0.625,Telanthar,0.7,Telanthar,0.6556,Telanthar,0.7143,Telanthar,0.3344,Telanthar,0.9286,Telanthar,0.7175,Telanthar,0.8571,Telanthar,0.5445,Telanthar,0.63,Telanthar,0.4167,Telanthar,0.7143,RayFinkle,0.55,RayFinkle,0.5889,Powernic,0.3044,RayFinkle,0.8667,RayFinkle,0.75,RayFinkle,0.808,RayFinkle,0.7327,RayFinkle,0.6458,RayFinkle,0.8388,RayFinkle,0.6208,Bihotz,0.4111,Bihotz,0.3378,Bihotz,0.7,Bihotz,0.4,Bihotz,0.752,Bihotz,0.4796,Bihotz,0.4311,Bihotz,0.3796,Bihotz,0.5568,Bihotz,0.812,Bihotz,0.6708,Bihotz,0.5259,Bihotz,0.3167,themuffinman,0.3219,themuffinman,0.7667,themuffinman,0.8208,themuffinman,0.9,Valdahsor,0.919,Chronomor,0.5519,laeuftbeidir,0,Rylenor,0.3683,6DemonBag,0.8794,Skeletor,0.525,Skeletor,0.708,Skeletor,0.4333,Skeletor,0.4274,tinyau,0.9407,tinyau,0.9167,Potency,0.9296,LokiJira,0.3333,BiggestBunny,0.419,Twister,0.927,Twister,0.5348
MisterCawck,0.8356,MisterCawck,0.9333,MisterCawck,0.9143,MisterCawck,0.7148,MisterCawck,0.7429,MisterCawck,0.7476,MisterCawck,0.95,MisterCawck,0.6127,MisterCawck,0.9778,MisterCawck,0.8767,MisterCawck,0.8864,MisterCawck,0.8,MisterCawck,0.8857,MisterCawck,0.9208,MisterCawck,0.7815,MisterCawck,0.8756,MisterCawck,0.7458,MisterCawck,0.7571,MisterCawck,0.928,MisterCawck,0.7593,MisterCawck,0.6958,MisterCawck,0.7766,MisterCawck,0.6,MisterCawck,0.6481,MisterCawck,0.62,MisterCawck,0.6231,MisterCawck,0.5796,Lazarus,0.58,Lazarus,0.3197,Lazarus,0.8156,Skeletor,0.6556,Skeletor,0.5568,Skeletor,0.46,Skeletor,0.525,Skeletor,0.4852,Skeletor,0.3833,Skeletor,0.2308,Skeletor,0.3222,Skeletor,0.6292,Skeletor,0.4944,Skeletor,0.2077,6DemonBag,0.8185,6DemonBag,0,6DemonBag,0.7683,Tomcatmcgee,0.5619,MooNinja,0.6917,Valdahsor,0.92,Valdahsor,,Valdahsor,0.2821,TomNoxx,0.863,TomNoxx,0.6542,GGBond,0.9593,Twister,0.7958,Bihotz,0.1619,SirFury,0.6921,SirFury,0.7802
Guest,0.8493,Guest,0.9417,Guest,0.9714,Guest,0.9704,Guest,0.8357,Guest,0.9499,Guest,0.8714,Guest,0.8603,Guest,0.7175,Guest,0.7808,Guest,0.9011,Guest,0.8708,Guest,0.9286,Guest,0.7417,Guest,0.8981,Guest,0.8222,Guest,0.8208,Guest,0.8071,Guest,0.9,Guest,0.8424,analconda,0.6208,6DemonBag,0.8278,6DemonBag,0.8958,6DemonBag,0.963,6DemonBag,0.82,Matthew,0.9923,TāoTiè,0.813,Valdahsor,0.896,TāoTiè,0.974,Chronomor,0.5067,Chronomor,0.4556,Chronomor,0.4542,MooNinja,0.32,TomNoxx,0.2917,TomNoxx,0,TomNoxx,0.1667,Javiele,0.0769,Javiele,0.4852,Shrek,0.7667,Chronomor,0.2889,Chronomor,0.7535,Tomcatmcgee,0.5778,Tomcatmcgee,0.3,Tomcatmcgee,0.5365,Tamiyo,0.7683,Tamiyo,0.675,MooNinja,0.792,,,,0.8034,Valdahsor,0.8722,analconda,1,Yaanchy,0.9519,Valdahsor,0.7125,Twister,0.9841,Kauppila,0.9238,Kauppila,0.7509
Schmara,0.0514,Schmara,0.2708,Schmara,0.7071,Schmara,0,Schmara,0,Schmara,0,Schmara,0,Schmara,0,Schmara,0,Jeffrey27,0,Jeffrey27,0,Jeffrey27,0,Jeffrey27,0,Jeffrey27,0,Jeffrey27,0,Jeffrey27,0,Jeffrey27,0,Jeffrey27,0.5857,Jeffrey27,0.96,Jeffrey27,0.9585,Jeffrey27,0.4667,Jeffrey27,0.6154,paleale,0.7458,RoroWarloard,0,RoroWarloard,0,RoroWarloard,0.1115,RoroWarloard,0.7019,MisterCawck,0.828,MisterCawck,0.4944,Rylenor,0.3022,,,,,,,,,,,,,,,,,,,,,,,Bihotz,0.5593,OperaSM,1,pinkyellow1203,0.6667,pinkyellow1203,0.8444,pinkyellow1203,0.7,pinkyellow1203,0.644,pinkyellow1203,0.5375,pinkyellow1203,0.6695,HuanChoo,0.7426,raunen,0.8917,Alfred,0.6667,Alfred,0.6583,HuanChoo,0.6667,pinkyellow1203,0.7651,EDHmage,0.674
